ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID.1	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
44168	ENSG00000004866.14	ST7	chr7	+	116774177	116774246	116771938	116772014	116776134	116776289	44168	5,8	77,143	23,17	70,114	168	100	0.000168238905631	0.028318490254	0.037,0.032	0.164,0.082	-0.088
54732	ENSG00000090266.8	NDUFB2	chr7	+	140400673	140400759	140396508	140396642	140402665	140402810	54732	0,2	104,31	4,5	43,8	185	100	0.000678808884978	0.0711838467464	0.0,0.034	0.048,0.253	-0.134
8631	ENSG00000104613.7	INTS10	chr8	+	19701863	19701996	19701586	19701749	19703214	19703308	8631	7,3	158,66	13,4	55,42	199	100	0.00116765932837	0.0998075055601	0.022,0.022	0.106,0.046	-0.054
30826	ENSG00000077782.15	FGFR1	chr8	-	38287199	38287466	38285863	38285953	38314873	38315052	30826	78,115	59,86	107,109	28,45	199	100	0.000336849570243	0.0437012389094	0.399,0.402	0.658,0.549	-0.203
25576	ENSG00000249859.3	PVT1	chr8	+	129094998	129095094	129082405	129082607	129108763	129108902	25576	7,1	20,7	10,11	4,3	195	100	0.000121416529831	0.0227728843351	0.152,0.068	0.562,0.653	-0.498
13997	ENSG00000153317.10	ASAP1	chr8	-	131373915	131374017	131370262	131370389	131414130	131414216	13997	21,38	93,93	27,20	31,27	199	100	0.000379466889058	0.0478888998658	0.102,0.17	0.304,0.271	-0.151
39253	ENSG00000136813.10	KIAA0368	chr9	-	114132319	114132436	114131314	114131453	114132714	114132907	39253	0,0	166,119	6,4	99,26	199	100	0.000167827086182	0.028318490254	0.0,0.0	0.03,0.072	-0.051
22356	ENSG00000148180.12	GSN	chr9	+	124062333	124062404	124043747	124043840	124064240	124064445	22356	10,15	28,18	27,21	12,4	170	100	0.000290447304471	0.0397656338848	0.174,0.329	0.57,0.755	-0.411
12014	ENSG00000136933.12	RABEPK	chr9	+	127963547	127963657	127963058	127963185	127965286	127965345	12014	0,2	50,28	14,4	41,18	199	100	0.000270678511505	0.0380492132185	0.0,0.035	0.146,0.1	-0.105
37746	ENSG00000123130.12	ACOT9	chrX	-	23752448	23752484	23751288	23751334	23754035	23754133	37746	12,17	117,88	28,24	57,40	135	100	1.70341116523e-06	0.000755554928059	0.071,0.125	0.267,0.308	-0.189
49992	ENSG00000157625.11	TAB3	chrX	-	30861082	30861166	30852167	30852269	30864667	30864761	49992	202,375	46,49	278,490	14,45	183	100	0.000269905656098	0.0380492132185	0.706,0.807	0.916,0.856	-0.13
26942	ENSG00000102225.11	CDK16	chrX	+	47081659	47081779	47078089	47078504	47082950	47083158	26942	12,5	42,15	15,15	10,3	199	100	0.000142638485646	0.0255837323189	0.126,0.143	0.43,0.715	-0.438
39439	ENSG00000125676.15	THOC2	chrX	-	122811934	122812072	122805519	122805612	122820397	122820564	39439	2,7	46,57	11,9	19,26	199	100	0.00023502134857	0.0350825321457	0.021,0.058	0.225,0.148	-0.147
40177	ENSG00000101974.10	ATP11C	chrX	-	138813809	138813914	138808507	138811121	138820074	138820228	40177	32,24	13,6	41,25	1,0	199	100	0.000239892984189	0.0351518188394	0.553,0.668	0.954,1.0	-0.366
